13598	1	1	2	3	11
13610	1	1	2	7	15
13641	1	1	2	4	12
13701	1	1	2	3	11
13707	1	1	2	2	10
13722	1	1	2	2	10
13758	1	0	0	0	0
13765	1	1	2	8	16
13773	1	1	2	8	16
13777	1	1	2	4	12
13810	1	1	2	2	10
13856	1	1	2	4	12
13862	1	1	1	5	5
13883	1	1	2	2	10
13904	1	1	2	2	10
13905	1	1	2	8	16
13981	1	1	2	8	16
14045	1	1	2	3	11
14046	1	1	2	3	11
14123	1	1	2	4	12
14214	1	1	2	2	10
14294	1	1	2	2	10
14332	1	1	2	3	11
14355	1	0	0	0	0
14367	1	1	2	4	12
14410	1	0	0	0	0
14425	1	0	0	0	0
14432	1	1	2	4	12
14456	1	1	2	5	13
14458	1	1	2	5	13
14592	1	1	1	5	5
14593	1	1	2	5	13
14750	1	1	2	3	11
14756	1	1	2	3	11
14761	1	1	2	2	10
14762	1	1	2	3	11
14775	1	1	2	2	10
14812	1	1	2	5	13
14842	1	1	2	4	12
14878	1	1	2	7	15
14890	1	1	1	5	5
14972	1	1	2	7	15
15240	1	1	2	2	10
15241	1	1	2	4	12
15674	1	0	0	0	0
15684	1	0	0	0	0
15699	1	0	0	0	0
15700	1	1	2	4	12
16023	1	1	2	4	12
16043	1	1	2	2	10
16048	1	1	2	2	10
16088	1	0	0	0	0
16089	1	0	0	0	0
16101	1	0	0	0	0
16104	1	1	2	4	12
16110	1	0	0	0	0
16111	1	0	0	0	0
16117	1	0	0	0	0
16163	1	0	0	0	0
16174	1	0	0	0	0
16180	1	0	0	0	0
16212	1	0	0	0	0
16226	1	1	2	2	10
16404	1	0	0	0	0
16409	1	0	0	0	0
16411	1	0	0	0	0
16431	1	0	0	0	0
16461	1	1	1	5	5
16468	1	1	2	3	11
16491	1	0	0	0	0
16508	1	1	2	2	10
17674	1	0	0	0	0
17691	1	0	0	0	0
17698	1	1	2	2	10
17700	1	0	0	0	0
17719	1	1	2	3	11
17776	1	0	0	0	0
17795	1	0	0	0	0
17801	1	1	2	4	12
17817	1	0	0	0	0
17836	1	1	2	5	13
17837	1	1	2	2	10
18096	1	0	0	0	0
18105	1	0	0	0	0
18156	1	1	2	4	12
18177	1	1	2	8	16
18187	1	0	0	0	0
18191	1	1	2	4	12
18195	1	1	2	2	10
18304	1	1	2	2	10
18315	1	1	2	4	12
18333	1	0	0	0	0
18381	1	0	0	0	0
18399	1	0	0	0	0
18411	1	0	0	0	0
18413	1	1	1	5	5
18432	1	0	0	0	0
18453	1	1	2	2	10
18456	1	1	2	4	12
18484	1	1	2	2	10
18569	1	1	1	1	1
18606	1	1	2	4	12
18709	1	0	0	0	0
18713	1	0	0	0	0
18714	1	0	0	0	0
18738	1	0	0	0	0
18741	1	1	2	2	10
18762	1	0	0	0	0
18795	1	1	2	2	10
18828	1	0	0	0	0
18932	1	1	2	3	11
18939	1	0	0	0	0
18946	1	0	0	0	0
18947	1	0	0	0	0
18949	1	1	2	6	14
18951	1	1	2	2	10
19207	1	1	2	2	10
19250	1	1	2	5	13
19274	1	0	0	0	0
19376	1	0	0	0	0
19387	1	0	0	0	0
19406	1	0	0	0	0
19407	1	0	0	0	0
19412	1	0	0	0	0
19414	1	0	0	0	0
19424	1	0	0	0	0
19444	1	0	0	0	0
19449	1	0	0	0	0
19451	1	0	0	0	0
19454	1	0	0	0	0
5908	1	0	0	0	0
5913	1	1	2	3	11
5921	1	0	0	0	0
5928	1	1	2	8	16
5933	1	0	0	0	0
5934	1	0	0	0	0
5943	1	0	0	0	0
5945	1	0	0	0	0
5969	1	0	0	0	0
5975	1	0	0	0	0
5980	1	0	0	0	0
6021	1	0	0	0	0
6024	1	1	2	8	16
6046	1	0	0	0	0
6064	1	1	2	7	15
6092	1	1	2	4	12
6094	1	1	2	4	12
6132	1	0	0	0	0
6137	1	0	0	0	0
6138	1	0	0	0	0
6160	1	0	0	0	0
6173	1	0	0	0	0
6209	1	0	0	0	0
6211	1	0	0	0	0
6225	1	0	0	0	0
6252	1	0	0	0	0
6253	1	0	0	0	0
6283	1	0	0	0	0
6305	1	0	0	0	0
6329	1	0	0	0	0
6355	1	1	2	6	14
6356	1	0	0	0	0
6366	1	0	0	0	0
6391	1	1	2	2	10
6402	1	0	0	0	0
6407	1	0	0	0	0
6413	1	0	0	0	0
6424	1	0	0	0	0
6431	1	0	0	0	0
6452	1	1	2	2	10
6456	1	1	2	4	12
6458	1	1	2	2	10
6467	1	0	0	0	0
6486	1	0	0	0	0
6500	1	1	2	4	12
6512	1	1	2	3	11
6566	1	0	0	0	0
6578	1	0	0	0	0
6590	1	1	2	8	16
6659	1	0	0	0	0
6673	1	0	0	0	0
6684	1	0	0	0	0
6688	1	0	0	0	0
6708	1	1	2	5	13
6846	1	0	0	0	0
6848	1	0	0	0	0
6849	1	0	0	0	0
6886	1	0	0	0	0
6917	1	1	2	4	12
6961	1	0	0	0	0
6989	1	0	0	0	0
6999	1	0	0	0	0
7009	1	0	0	0	0
7021	1	0	0	0	0
7175	1	0	0	0	0
7178	1	0	0	0	0
7214	1	0	0	0	0
7361	1	0	0	0	0
7418	1	0	0	0	0
7421	1	0	0	0	0
7433	1	0	0	0	0
7435	1	1	2	4	12
7438	1	0	0	0	0
7448	1	1	2	4	12
7483	1	0	0	0	0
7508	1	0	0	0	0
7522	1	0	0	0	0
7523	1	1	2	4	12
7533	1	0	0	0	0
7540	1	0	0	0	0
7570	1	0	0	0	0
7595	1	0	0	0	0
7597	1	0	0	0	0
7641	1	0	0	0	0
7644	1	0	0	0	0
7646	1	0	0	0	0
7657	1	1	3	5	21
7658	1	1	2	3	11
7669	1	0	0	0	0
7681	1	0	0	0	0
7693	1	0	0	0	0
7700	1	0	0	0	0
7702	1	1	2	6	14
7712	1	1	1	7	7
7724	1	1	2	8	16
7747	1	0	0	0	0
7760	1	1	2	4	12
7771	1	0	0	0	0
7778	1	0	0	0	0
7780	1	0	0	0	0
7800	1	0	0	0	0
7815	1	0	0	0	0
7819	1	0	0	0	0
7821	1	0	0	0	0
7833	1	0	0	0	0
7849	1	1	2	5	13
7869	1	1	2	3	11
7915	1	1	2	5	13
7953	1	0	0	0	0
7994	1	0	0	0	0
8050	1	0	0	0	0
8051	1	0	0	0	0
8084	1	1	2	6	14
8087	1	1	2	5	13
8257	1	1	2	4	12
8304	1	1	2	4	12
8424	1	1	2	4	12
8452	1	0	0	0	0
8464	1	0	0	0	0
8482	1	1	2	3	11
8490	1	0	0	0	0
8493	1	0	0	0	0
8497	1	0	0	0	0
8498	1	0	0	0	0
8518	1	0	0	0	0
8524	1	0	0	0	0
8532	1	0	0	0	0
8550	1	0	0	0	0
8567	1	1	2	5	13
8582	1	0	0	0	0
8609	1	0	0	0	0
8621	1	0	0	0	0
8640	1	0	0	0	0
8642	1	0	0	0	0
8643	1	1	2	4	12
8652	1	0	0	0	0
8654	1	0	0	0	0
8692	1	0	0	0	0
8696	1	0	0	0	0
8697	1	0	0	0	0
8699	1	0	0	0	0
8701	1	0	0	0	0
8702	1	0	0	0	0
8704	1	0	0	0	0
8705	1	0	0	0	0
8710	1	0	0	0	0
8712	1	0	0	0	0
8715	1	0	0	0	0
8723	1	0	0	0	0
8726	1	0	0	0	0
8731	1	0	0	0	0
8745	1	1	0	1	1
8750	1	0	0	0	0
8802	1	1	2	2	10
8807	1	0	0	0	0
8819	1	0	0	0	0
8879	1	0	0	0	0
8944	1	1	1	5	5
8947	1	0	0	0	0
8948	1	0	0	0	0
8949	1	0	0	0	0
8968	1	0	0	0	0
9050	1	0	0	0	0
9060	1	0	0	0	0
9068	1	0	0	0	0
9069	1	0	0	0	0
9075	1	0	0	0	0
9077	1	0	0	0	0
9083	1	1	2	5	13
9110	1	0	0	0	0
9114	1	1	2	2	10
9131	1	0	0	0	0
9141	1	0	0	0	0
9153	1	0	0	0	0
9167	1	0	0	0	0
9184	1	0	0	0	0
9197	1	0	0	0	0
9198	1	1	1	5	5
9241	1	0	0	0	0
9245	1	1	2	2	10
9267	1	0	0	0	0
9269	1	0	0	0	0
9276	1	0	0	0	0
9280	1	0	0	0	0
9282	1	0	0	0	0
9293	1	0	0	0	0
9300	1	0	0	0	0
9319	1	0	0	0	0
9320	1	0	0	0	0
9323	1	0	0	0	0
9333	1	0	0	0	0
9348	1	0	0	0	0
9464	1	1	2	2	10
9546	1	1	2	8	16
9548	1	1	2	6	14
9552	1	1	2	4	12
9616	1	0	0	0	0
9662	1	0	0	0	0
9702	1	0	0	0	0
9717	1	0	0	0	0
9736	1	0	0	0	0
9739	1	0	0	0	0
9740	1	0	0	0	0
9751	1	0	0	0	0
9763	1	0	0	0	0
9807	1	0	0	0	0
9817	1	0	0	0	0
9874	1	1	2	2	10
9893	1	0	0	0	0
9899	1	1	2	4	12
9906	1	0	0	0	0
9908	1	1	2	2	10
9948	1	0	0	0	0
9966	1	0	0	0	0
9975	1	0	0	0	0
9980	1	0	0	0	0
9984	1	0	0	0	0
9986	1	0	0	0	0
9987	1	0	0	0	0
9998	1	0	0	0	0
9999	1	1	2	5	13
